Wall time,Step,Value
1710515081.1018124,6516,0.9821322560310364
1710515874.3395982,13032,0.8526729345321655
1710516700.8527436,19548,0.9810636043548584
1710517513.7219377,26064,1.0129562616348267
1710518349.1122885,32580,0.962127149105072
1710519187.3061724,39096,0.9177951216697693
1710520027.3304973,45612,1.0281646251678467
1710520870.040882,52128,1.0895932912826538
1710521711.9814372,58644,1.087651014328003
1710522555.3322885,65160,0.9416018128395081
1710523397.4346173,71676,1.0209945440292358
1710524238.0968473,78192,1.0196332931518555
1710525081.2807403,84708,1.0128581523895264
1710525922.9374924,91224,0.8967285752296448
1710526762.192395,97740,1.0398905277252197
1710527609.2119477,104256,1.0570262670516968
1710528455.5260298,110772,0.959998607635498
1710529297.421213,117288,0.9306449890136719
1710530140.4474008,123804,1.1015535593032837
1710530983.9261253,130320,1.0341300964355469
1710531824.6447797,136836,1.0705090761184692
1710532667.0183294,143352,0.9251700639724731
1710533514.59737,149868,1.1011017560958862
1710534359.5758955,156384,0.9586601257324219
1710535200.8088534,162900,1.0348825454711914
1710536039.1691883,169416,1.065097689628601
1710536881.2594905,175932,1.0982472896575928
1710537726.9605203,182448,0.8798111081123352
1710538565.152824,188964,0.9201752543449402
1710539404.6249564,195480,1.1080034971237183
1710540249.7707727,201996,1.0245610475540161
1710541094.4442852,208512,0.972608745098114
1710541941.499091,215028,0.9282681941986084
1710542790.2817342,221544,1.0500423908233643
1710543631.5226843,228060,0.926695704460144
1710544468.371847,234576,0.9946582317352295
1710545312.3831768,241092,1.0295920372009277
1710546158.8063796,247608,1.1306207180023193
1710547006.7202673,254124,1.1590005159378052
1710547846.787369,260640,0.9511523246765137
1710548695.596607,267156,1.0476915836334229
1710549541.2637975,273672,1.091341495513916
1710550381.0210948,280188,1.094674825668335
1710551223.8188276,286704,1.111824631690979
1710552063.4617202,293220,0.9204334020614624
1710552905.2436907,299736,0.9040141701698303
1710553748.0853848,306252,1.0397480726242065
1710554594.804185,312768,1.1034197807312012
1710555442.4033234,319284,0.9914937615394592
1710556287.0771513,325800,1.0587466955184937
1710557134.2468019,332316,0.9580738544464111
1710557981.2863271,338832,1.0115097761154175
1710558828.6347415,345348,1.0172889232635498
1710559676.006846,351864,1.034907579421997
1710560526.360118,358380,1.0680984258651733
1710561377.299296,364896,1.0191068649291992
1710562225.459372,371412,1.0005860328674316
1710563067.45167,377928,1.058174729347229
1710563913.431398,384444,1.0469655990600586
1710564760.654322,390960,1.1191375255584717
1710565600.5027575,397476,0.8953790664672852
1710566444.4395413,403992,1.0675383806228638
1710567286.1241045,410508,1.1517897844314575
1710568125.6455016,417024,0.9937660694122314
1710568970.9906337,423540,0.9871394634246826
1710569817.5836296,430056,1.0376805067062378
1710570659.1836007,436572,1.07476007938385
1710571505.3176663,443088,1.0903362035751343
1710572352.7774827,449604,0.9418976902961731
1710573198.5253618,456120,0.9848098754882812
1710574043.0346725,462636,0.9986563324928284
1710574889.1235085,469152,1.0275880098342896
1710575733.2076259,475668,0.9725145101547241
1710576578.2712958,482184,1.0578705072402954
1710577427.3664126,488700,0.9789701104164124
1710578274.732943,495216,1.0391178131103516
1710579125.454883,501732,0.9800519943237305
1710579968.674023,508248,1.068381428718567
1710580814.1915157,514764,1.0470378398895264
1710581656.9745643,521280,1.0575276613235474
1710582494.262496,527796,1.0907422304153442
1710583338.6226187,534312,0.9952616095542908
1710584183.5961144,540828,1.0524944067001343
1710585030.3602614,547344,1.1054906845092773
1710585871.2825134,553860,0.9316309690475464
1710586718.3976698,560376,1.0747590065002441
1710587562.4829826,566892,1.0174363851547241
1710588406.5051768,573408,1.1562505960464478
1710589249.2034433,579924,1.1120105981826782
1710590088.7004473,586440,0.9979838132858276
1710590934.312978,592956,1.0142779350280762
1710591778.5985932,599472,1.0831836462020874
1710592611.8695493,605988,1.068525791168213
1710593452.7301471,612504,1.117158055305481
1710594293.4864342,619020,1.0870014429092407
1710595137.732259,625536,1.0594606399536133
1710595984.3761725,632052,1.0238032341003418
1710596820.9376726,638568,1.033166527748108
1710597658.6492324,645084,0.9467208981513977
1710598499.760553,651600,1.1033031940460205
1710599337.6437817,658116,0.9225121140480042
1710600175.408871,664632,1.0459699630737305
1710601017.6043527,671148,1.0049389600753784
1710601862.2358997,677664,1.0285491943359375
1710602707.154536,684180,1.1202143430709839
1710603549.3771803,690696,1.1314985752105713
1710604388.8046062,697212,1.0903629064559937
1710605232.8975577,703728,1.2250196933746338
1710606082.8883104,710244,1.1968581676483154
1710606927.1865013,716760,1.1334857940673828
1710607774.9984434,723276,1.1099348068237305
1710608622.5044014,729792,1.0455023050308228
1710609467.7953541,736308,1.0601813793182373
1710610309.1352844,742824,1.0511469841003418
1710611149.878148,749340,1.0896793603897095
1710611993.1187592,755856,1.136203646659851
1710612833.6564684,762372,1.1012409925460815
1710613673.6658401,768888,1.1652164459228516
1710614517.2330859,775404,1.1110252141952515
1710615360.74744,781920,1.0902659893035889
1710616199.995648,788436,1.1110259294509888
1710617042.4674513,794952,1.102541208267212
1710617885.199002,801468,1.1154521703720093
1710618722.4277823,807984,1.0604770183563232
1710619566.2885945,814500,1.0727229118347168
1710620408.151469,821016,1.1133095026016235
1710621249.2346673,827532,1.0132488012313843
1710622082.924584,834048,1.1187151670455933
1710622921.3832011,840564,1.0760658979415894
1710623760.0117035,847080,1.0927011966705322
1710624595.8375876,853596,1.0940916538238525
1710625436.3098423,860112,1.1212445497512817
1710626277.2509632,866628,1.1205509901046753
1710627114.8372016,873144,1.060936689376831
1710627956.0584395,879660,1.115358591079712
1710628797.7691717,886176,0.9794071912765503
1710629636.7331908,892692,1.2506635189056396
1710630478.0987635,899208,1.0601269006729126
1710631323.4936368,905724,1.002819299697876
1710632162.956724,912240,1.0532097816467285
1710633001.0385895,918756,1.1714985370635986
1710633840.6067383,925272,1.0904853343963623
1710634682.3924727,931788,1.0606471300125122
1710635524.3107052,938304,1.0463920831680298
1710636364.736148,944820,1.093223214149475
1710637210.4776702,951336,1.0901012420654297
1710638053.005605,957852,1.0124095678329468
