Wall time,Step,Value
1709900309.6097214,1200,2.000527858734131
1709900593.9390004,2400,1.2638225555419922
1709900888.1931467,3600,1.4016969203948975
1709901179.000289,4800,1.5969161987304688
1709901466.9209979,6000,1.3513386249542236
1709901747.077793,7200,1.1155927181243896
1709902039.4355006,8400,1.49320387840271
1709902323.2814915,9600,1.3942382335662842
1709902608.0478313,10800,1.2256615161895752
1709902899.0509799,12000,1.245818853378296
1709903181.6825438,13200,1.0835872888565063
1709903471.5143883,14400,1.223502278327942
1709903759.3304334,15600,1.0154608488082886
1709904042.2226918,16800,1.1426903009414673
1709904330.8909554,18000,1.469322919845581
1709904617.773057,19200,1.2522351741790771
1709904899.9883816,20400,1.1549323797225952
1709905181.0858955,21600,1.363512635231018
1709905463.092212,22800,1.3686559200286865
1709905754.3535197,24000,1.396548867225647
1709906035.136746,25200,1.4454200267791748
1709906322.4007568,26400,1.2042508125305176
1709906606.642131,27600,1.1275274753570557
1709906893.1454678,28800,1.3130933046340942
1709907178.437995,30000,1.235845923423767
1709907469.0879006,31200,1.3739253282546997
1709907760.9174125,32400,1.4276930093765259
1709908042.8085034,33600,1.2132517099380493
1709908333.6313136,34800,1.1194268465042114
1709908619.3785405,36000,1.402747392654419
1709908902.5964622,37200,1.4075759649276733
1709909193.1987243,38400,1.3996856212615967
1709909477.600399,39600,1.5458678007125854
1709909765.701449,40800,1.0099186897277832
1709910044.9758904,42000,1.2356442213058472
1709910338.772566,43200,1.2299456596374512
1709910630.1810153,44400,1.3773093223571777
1709910913.5117826,45600,1.1869536638259888
1709911201.7709906,46800,1.2735538482666016
1709911490.3673935,48000,1.480111837387085
1709911780.9952803,49200,1.5964720249176025
1709912067.3208385,50400,1.5029706954956055
1709912354.4351091,51600,1.4013253450393677
1709912641.9993694,52800,1.3128185272216797
1709912929.0131302,54000,1.251125454902649
1709913215.9587927,55200,1.425487756729126
1709913499.1975882,56400,1.448593020439148
1709913779.246486,57600,1.4930105209350586
1709914071.769714,58800,1.4172669649124146
1709914357.2586458,60000,1.2685649394989014
1709914643.366102,61200,1.4471036195755005
1709914926.426739,62400,1.172891616821289
1709915210.562823,63600,1.2317206859588623
1709915506.435327,64800,1.316277265548706
1709915794.8558428,66000,1.1860535144805908
1709916079.2565744,67200,1.359968662261963
1709916374.9471102,68400,1.6261111497879028
1709916664.6630237,69600,1.3769197463989258
1709916952.7491648,70800,1.422774314880371
1709917238.4270551,72000,1.5890604257583618
1709917531.3782256,73200,1.3965743780136108
1709917820.725308,74400,1.388765573501587
1709918107.445407,75600,1.5409117937088013
1709918399.038093,76800,1.3393959999084473
1709918682.0895178,78000,1.4112828969955444
1709918974.5124347,79200,1.2442127466201782
1709919257.176501,80400,1.6029754877090454
1709919551.9834418,81600,1.7808424234390259
1709919835.6846504,82800,1.8175667524337769
