Wall time,Step,Value
1708930351.7408633,1056,2.7761003971099854
1708930837.042441,2112,2.7057197093963623
1708931339.4172487,3168,3.096429824829102
1708931819.633657,4224,3.122328281402588
1708932292.8758056,5280,3.444888114929199
1708932760.3846817,6336,3.3396309852600098
1708933246.4455872,7392,3.552465343475342
1708933717.1461484,8448,3.761791229248047
1708934219.896898,9504,3.702775716781616
1708934695.2884576,10560,4.026560306549072
1708935170.4004495,11616,3.915874719619751
1708935670.0331442,12672,4.089286804199219
1708936161.0547633,13728,3.89052677154541
1708936643.9049225,14784,3.9508631229400635
1708937117.8189616,15840,4.088246822357178
1708937603.723351,16896,3.927799701690674
1708938084.1817827,17952,3.9291419982910156
1708938559.0428948,19008,4.047855854034424
1708939059.0438464,20064,3.9039087295532227
1708939531.1494565,21120,4.3908867835998535
1708940043.1158648,22176,3.795466661453247
1708940541.5568945,23232,3.7979774475097656
1708941032.5230238,24288,3.769670248031616
1708941548.3796415,25344,3.9296538829803467
1708942060.1018727,26400,3.685986042022705
1708942565.4769807,27456,3.9010396003723145
1708943080.289147,28512,3.8886961936950684
1708943583.7735238,29568,3.778629779815674
1708944097.9486308,30624,3.8065738677978516
1708944621.1032639,31680,3.939807891845703
1708945119.8451142,32736,3.878035545349121
1708945633.8006089,33792,3.9277169704437256
1708946177.9184697,34848,3.9694101810455322
1708946685.0314043,35904,3.6284942626953125
1708947202.116361,36960,3.8271596431732178
1708947719.131449,38016,4.169769287109375
1708948235.3909345,39072,3.998940944671631
1708948741.701432,40128,3.6448750495910645
1708949241.1810513,41184,4.1624369621276855
1708949749.0291095,42240,3.845020294189453
1708950241.1826115,43296,3.7705821990966797
1708950742.5317335,44352,3.7755963802337646
1708951243.4447987,45408,4.078899383544922
1708951773.1412168,46464,3.4388203620910645
1708952309.293034,47520,3.3429176807403564
1708952802.5512075,48576,4.062962055206299
1708953286.9335856,49632,3.9801454544067383
1708953788.9959147,50688,3.9612793922424316
1708954320.5136092,51744,3.947627067565918
1708954871.4331112,52800,3.9129691123962402
1708955419.883169,53856,3.860820770263672
1708955980.950958,54912,4.104152679443359
